id,label
292,6
293,4
294,9
295,7
296,0
297,3
298,6
299,5
300,7
301,8
302,1
303,0
304,1
305,3
306,2
307,3
308,7
309,9
310,5
311,9
312,5
313,5
314,5
315,8
316,7
317,1
318,0
319,9
320,0
321,5
322,5
323,2
324,4
325,8
326,3
327,0
328,7
329,1
330,1
331,2
332,1
333,6
334,7
335,5
336,1
337,8
338,4
339,4
340,0
341,4
342,8
343,0
344,1
345,8
346,6
347,3
348,1
349,5
350,1
351,1
352,2
353,4
354,9
355,2
356,0
357,3
358,3
359,6
360,3
361,7
362,9
363,0
364,4
365,9
366,5
367,3
368,8
369,9
370,0
371,6
372,4
373,8
374,6
375,5
376,6
377,5
378,4
379,1
380,5
381,8
382,1
383,1
384,9
385,0
386,2
387,0
388,3
389,4
390,8
391,3
392,9
393,1
394,7
395,6
396,8
397,7
398,8
399,1
400,7
401,9
402,0
403,4
404,4
405,2
406,5
407,3
408,0
409,4
410,9
411,4
412,3
413,9
414,1
415,9
416,8
417,7
418,4
419,2
420,4
421,8
422,7
423,1
424,6
425,7
426,8
427,3
428,4
429,7
430,1
431,2
432,7
433,8
434,5
435,3
436,8
437,2
438,8
439,6
440,7
441,0
442,5
443,7
444,5
445,2
446,1
447,9
448,0
449,1
450,0
451,2
452,7
453,8
454,5
455,9
456,2
457,4
458,8
459,8
460,6
461,0
462,7
463,7
464,0
465,1
466,8
467,6
468,8
469,8
470,2
471,2
472,8
473,8
474,3
475,7
476,0
477,4
478,2
479,1
480,7
481,8
482,4
483,7
484,5
485,7
486,9
487,4
488,0
489,7
490,6
491,7
492,2
493,3
494,5
495,0
496,0
497,8
498,6
499,3
500,1
501,3
502,7
503,9
504,9
505,5
506,9
507,8
508,7
509,9
510,6
511,0
512,6
513,4
514,3
515,4
516,5
517,3
518,6
519,6
520,8
521,5
522,3
523,0
524,2
525,0
526,4
527,6
528,7
529,0
530,9
531,5
532,5
533,5
534,3
535,2
536,3
537,7
538,7
539,4
540,5
541,3
542,4
543,4
544,5
545,2
546,2
547,2
548,1
549,2
550,2
551,1
552,5
553,2
554,0
555,1
556,9
557,7
558,1
559,8
560,0
561,0
562,5
563,4
564,4
565,8
566,1
567,5
568,0
569,6
570,0
571,6
572,4
573,3
574,6
575,7
576,0
577,5
578,5
579,7
580,2
581,8
582,4
583,8
584,1
585,8
586,7
587,9
588,5
589,0
590,1
591,6
592,4
593,0
594,2
595,5
596,7
597,9
598,1
599,8
600,1
601,2
602,9
603,7
604,1
605,6
606,0
607,7
608,8
609,6
610,0
611,5
612,2
613,7
614,3
615,8
616,1
617,0
618,7
619,5
620,3
621,3
622,8
623,5
624,8
625,9
626,2
627,6
628,3
629,3
630,6
631,3
632,8
633,3
634,3
635,7
636,9
637,1
638,8
639,0
640,3
641,2
642,4
643,1
644,2
645,6
646,5
647,4
648,6
649,6
650,7
651,2
652,3
653,5
654,3
655,5
656,0
657,4
658,3
659,5
660,9
661,2
662,4
663,8
664,4
665,2
666,0
667,3
668,4
669,0
670,0
671,9
672,2
673,1
674,4
675,9
676,5
677,0
678,4
679,5
680,1
681,1
682,8
683,6
684,6
685,3
686,3
687,5
688,8
689,7
690,2
691,3
692,2
693,1
694,0
695,3
696,1
697,9
698,1
699,3
700,8
701,5
702,1
703,4
704,7
705,9
706,1
707,5
708,3
709,0
710,9
711,0
712,4
713,5
714,8
715,8
716,8
717,8
718,0
719,1
720,3
721,2
722,7
723,8
724,2
725,0
726,5
727,0
728,7
729,7
730,4
731,7
732,1
733,3
734,0
735,6
736,8
737,4
738,1
739,9
740,0
741,1
742,9
743,9
744,5
745,9
746,5
747,2
748,9
749,0
750,0
751,8
752,4
753,9
754,6
755,7
756,3
757,7
758,8
759,2
760,9
761,9
762,5
763,2
764,9
765,4
766,7
767,7
768,9
769,5
770,8
771,7
772,1
773,6
774,9
775,5
776,5
777,1
778,0
779,5
780,5
781,7
782,8
783,3
784,1
785,4
786,1
787,5
788,1
789,1
790,8
791,8
792,5
793,0
794,3
795,7
796,9
797,8
798,1
799,6
800,2
801,0
802,6
803,3
804,3
805,4
806,8
807,1
808,7
809,5
810,8
811,2
812,4
813,8
814,4
815,4
816,6
817,9
818,7
819,3
820,0
821,4
822,1
823,4
824,3
825,8
826,2
827,0
828,4
829,7
830,6
831,0
832,9
833,6
834,7
835,3
836,9
837,4
838,7
839,9
840,9
841,5
842,5
843,1
844,4
845,1
846,8
847,0
848,3
849,6
850,4
851,6
852,3
853,4
854,7
855,6
856,7
857,2
858,7
859,6
860,8
861,7
862,0
863,6
864,5
865,8
866,0
867,7
868,0
869,0
870,4
871,6
872,7
873,9
874,2
875,7
876,5
877,8
878,4
879,0
880,4
881,0
882,3
883,7
884,8
885,3
886,8
887,6
888,4
889,9
890,5
891,0
892,5
893,1
894,7
895,7
896,5
897,1
898,7
899,8
900,0
901,8
902,1
903,5
904,8
905,5
906,5
907,6
908,7
909,6
910,3
911,6
912,0
913,3
914,5
915,6
916,5
917,3
918,8
919,3
920,6
921,4
922,3
923,0
924,6
925,4
926,0
927,8
928,3
929,7
930,9
931,3
932,0
933,1
934,6
935,0
936,4
937,6
938,3
939,0
940,7
941,5
942,6
943,1
944,0
945,6
946,5
947,0
948,1
949,4
950,8
951,0
952,1
953,9
954,2
955,6
956,0
957,7
958,5
959,1
960,5
961,1
962,7
963,6
964,9
965,4
966,4
967,7
968,7
969,3
970,7
971,9
972,1
973,4
974,3
975,7
976,9
977,8
978,6
979,1
980,6
981,3
982,1
983,9
984,9
985,3
986,8
987,9
988,2
989,4
990,2
991,4
992,7
993,8
994,9
995,4
996,3
997,0
998,5
999,2
1000,3
1001,4
1002,3
1003,3
1004,0
1005,0
1006,3
1007,4
1008,1
1009,0
1010,3
1011,2
1012,5
1013,4
1014,3
1015,2
1016,7
1017,3
1018,4
1019,1
1020,2
1021,8
1022,6
1023,1
1024,0
1025,4
1026,7
1027,9
1028,1
1029,2
1030,5
1031,4
1032,7
1033,9
1034,8
1035,3
1036,3
1037,0
1038,2
1039,6
1040,4
1041,8
1042,3
1043,9
1044,2
1045,0
1046,0
1047,5
1048,6
1049,2
1050,7
1051,7
1052,7
1053,3
1054,2
1055,2
1056,6
1057,0
1058,9
1059,1
1060,3
1061,2
1062,8
1063,4
1064,2
1065,3
1066,8
1067,9
1068,4
1069,7
1070,6
1071,7
1072,7
1073,8
1074,4
1075,0
1076,4
1077,4
1078,9
1079,8
1080,4
1081,4
1082,6
1083,1
1084,0
1085,2
1086,1
1087,4
1088,5
1089,3
1090,5
1091,4
1092,5
1093,9
1094,5
1095,7
1096,9
1097,2
1098,1
1099,2
1100,9
1101,5
1102,6
1103,2
1104,0
1105,6
1106,4
1107,1
1108,7
1109,5
1110,0
1111,5
1112,0
1113,9
1114,5
1115,0
1116,9
1117,8
1118,7
1119,7
1120,3
1121,9
1122,6
1123,9
1124,6
1125,3
1126,7
1127,8
1128,8
1129,2
1130,2
1131,9
1132,2
1133,2
1134,9
1135,1
1136,9
1137,0
1138,8
1139,2
1140,9
1141,4
1142,5
1143,0
1144,2
1145,7
1146,7
1147,6
1148,5
1149,2
1150,6
1151,8
1152,1
1153,5
1154,7
1155,3
1156,5
1157,9
1158,0
1159,0
1160,8
1161,4
1162,0
1163,1
1164,8
1165,5
1166,5
1167,5
1168,2
1169,7
1170,6
1171,0
1172,6
1173,7
1174,8
1175,2
1176,4
1177,9
1178,1
1179,8
1180,1
1181,0
1182,2
1183,1
1184,7
1185,6
1186,9
1187,6
1188,8
1189,9
1190,8
1191,0
1192,5
1193,5
1194,6
1195,7
1196,6
1197,3
1198,0
1199,9
1200,9
1201,1
1202,9
1203,8
1204,9
1205,0
1206,0
1207,1
1208,6
1209,5
1210,0
1211,9
1212,7
1213,3
1214,0
1215,6
1216,8
1217,5
1218,7
1219,6
1220,0
1221,5
1222,2
1223,4
1224,1
1225,7
1226,9
1227,7
1228,1
1229,1
1230,0
1231,6
1232,3
1233,6
1234,1
1235,6
1236,4
1237,2
1238,0
1239,3
1240,5
1241,7
1242,9
1243,6
1244,4
1245,8
1246,7
1247,0
1248,9
1249,8
1250,0
1251,4
1252,8
1253,7
1254,6
1255,4
1256,2
1257,4
1258,0
1259,5
1260,9
1261,4
1262,4
1263,9
1264,6
1265,9
1266,7
1267,4
1268,3
1269,6
1270,0
1271,1
1272,1
1273,2
1274,0
1275,3
1276,7
1277,3
1278,5
1279,5
1280,4
1281,1
1282,3
1283,7
1284,0
1285,6
1286,1
1287,9
1288,6
1289,5
1290,2
1291,4
1292,3
1293,1
1294,4
1295,7
1296,4
1297,0
1298,1
1299,9
1300,4
1301,1
1302,8
1303,5
1304,5
1305,2
1306,1
1307,8
1308,2
1309,9
1310,2
1311,1
1312,8
1313,6
1314,1
1315,4
1316,3
1317,1
1318,0
1319,5
1320,0
1321,5
1322,7
1323,8
1324,2
1325,2
1326,6
1327,1
1328,9
1329,5
1330,2
1331,8
1332,0
1333,2
1334,1
1335,1
1336,8
1337,9
1338,2
1339,4
1340,5
1341,1
1342,5
1343,5
1344,1
1345,8
1346,4
1347,1
1348,7
1349,5
1350,1
1351,3
1352,4
1353,4
1354,0
1355,1
1356,1
1357,7
1358,7
1359,4
1360,3
1361,0
1362,0
1363,7
1364,5
1365,2
1366,9
1367,7
1368,1
1369,2
1370,0
1371,4
1372,7
1373,6
1374,9
1375,0
1376,5
1377,1
1378,4
1379,2
1380,1
1381,8
1382,2
1383,7
1384,7
1385,7
1386,5
1387,0
1388,0
1389,9
1390,9
1391,5
1392,4
1393,1
1394,3
1395,9
1396,4
1397,5
1398,1
1399,8
1400,7
1401,8
1402,2
1403,9
1404,1
1405,8
1406,0
1407,5
1408,8
1409,4
1410,2
1411,9
1412,1
1413,2
1414,0
1415,2
1416,7
1417,8
1418,4
1419,8
1420,5
1421,1
1422,3
1423,1
1424,9
1425,1
1426,2
1427,4
1428,4
1429,3
1430,0
1431,3
1432,5
1433,7
1434,3
1435,6
1436,4
1437,7
1438,9
1439,7
1440,2
1441,8
1442,9
1443,2
1444,4
1445,9
1446,0
1447,7
1448,8
1449,0
1450,4
1451,4
1452,6
1453,1
1454,6
1455,9
1456,1
1457,3
1458,8
1459,6
1460,0
1461,7
1462,4
1463,3
1464,7
1465,1
1466,1
1467,8
1468,3
1469,7
1470,1
1471,0
1472,4
1473,2
1474,4
1475,9
1476,3
1477,4
1478,1
1479,6
1480,9
1481,4
1482,8
1483,5
1484,6
1485,8
1486,9
1487,1
1488,8
1489,6
1490,6
1491,9
1492,6
1493,8
1494,6
1495,9
1496,6
1497,8
1498,1
1499,9
1500,8
1501,9
1502,5
1503,6
1504,3
1505,0
1506,8
1507,8
1508,2
1509,8
1510,6
1511,7
1512,4
1513,5
1514,0
1515,2
1516,3
1517,0
1518,3
1519,3
1520,6
1521,0
1522,6
1523,1
1524,1
1525,6
1526,2
1527,8
1528,3
1529,7
1530,4
1531,5
1532,9
1533,1
1534,6
1535,7
1536,1
1537,5
1538,4
1539,2
1540,4
1541,7
1542,5
1543,4
1544,7
1545,9
1546,3
1547,6
1548,6
1549,0
1550,2
1551,2
1552,9
1553,6
1554,2
1555,8
1556,5
1557,5
1558,5
1559,0
1560,6
1561,6
1562,3
1563,0
1564,9
1565,7
1566,4
1567,3
1568,9
1569,2
1570,7
1571,5
1572,3
1573,8
1574,6
1575,7
1576,7
1577,6
1578,3
1579,3
1580,8
1581,4
1582,0
1583,0
1584,2
1585,3
1586,5
1587,2
1588,3
1589,3
1590,6
1591,1
1592,4
1593,9
1594,8
1595,4
1596,9
1597,4
1598,7
1599,5
1600,7
1601,2
1602,1
1603,3
1604,7
1605,8
1606,1
1607,1
1608,2
1609,6
1610,6
1611,4
1612,3
1613,1
1614,3
1615,5
1616,6
1617,0
1618,9
1619,1
1620,6
1621,1
1622,2
1623,7
1624,7
1625,0
1626,1
1627,5
1628,9
1629,5
1630,8
1631,2
1632,6
1633,1
1634,3
1635,1
1636,9
1637,9
1638,5
1639,7
1640,8
1641,2
1642,0
1643,6
1644,7
1645,5
1646,2
1647,4
1648,5
1649,9
1650,0
1651,2
1652,1
1653,2
1654,3
1655,3
1656,2
1657,8
1658,6
1659,4
1660,3
1661,4
1662,4
1663,0
1664,5
1665,1
1666,6
1667,0
1668,6
1669,5
1670,7
1671,1
1672,4
1673,3
1674,7
1675,3
1676,9
1677,6
1678,7
1679,8
1680,8
1681,5
1682,8
1683,9
1684,6
1685,9
1686,1
1687,8
1688,9
1689,7
1690,5
1691,8
1692,9
1693,9
1694,5
1695,7
1696,0
1697,8
1698,4
1699,9
1700,2
1701,1
1702,0
1703,2
1704,2
1705,1
1706,7
1707,2
1708,6
1709,4
1710,8
1711,7
1712,5
1713,2
1714,8
1715,1
1716,0
1717,6
1718,6
1719,0
1720,6
1721,0
1722,3
1723,4
1724,6
1725,7
1726,7
1727,6
1728,3
1729,6
1730,0
1731,8
1732,2
1733,3
1734,8
1735,4
1736,7
1737,0
1738,7
1739,0
1740,2
1741,6
1742,2
1743,1
1744,4
1745,7
1746,9
1747,4
1748,7
1749,0
1750,8
1751,7
1752,2
1753,5
1754,8
1755,8
1756,9
1757,7
1758,8
1759,7
1760,0
1761,9
1762,2
1763,0
1764,0
1765,6
1766,5
1767,6
1768,9
1769,5
1770,2
1771,5
1772,3
1773,8
1774,0
1775,4
1776,5
1777,3
1778,3
1779,7
1780,3
1781,4
1782,6
1783,7
1784,3
1785,5
1786,4
1787,4
1788,0
1789,4
1790,8
1791,1
1792,2
1793,1
1794,1
1795,2
1796,7
1797,9
1798,6
1799,1
1800,0
1801,2
1802,0
1803,1
1804,1
1805,3
1806,3
1807,7
1808,7
1809,0
1810,2
1811,5
1812,4
1813,0
1814,4
1815,9
1816,7
1817,2
1818,1
1819,7
1820,8
1821,9
1822,0
1823,9
1824,1
1825,1
1826,7
1827,9
1828,3
1829,1
1830,7
1831,3
1832,6
1833,7
1834,6
1835,8
1836,9
1837,3
1838,8
1839,3
1840,8
1841,8
1842,4
1843,8
1844,8
1845,0
1846,4
1847,9
1848,4
1849,9
1850,9
1851,0
1852,7
1853,4
1854,0
1855,9
1856,2
1857,9
1858,2
1859,4
1860,8
1861,8
1862,6
1863,0
1864,1
1865,4
1866,6
1867,1
1868,7
1869,2
1870,9
1871,3
1872,5
1873,6
1874,3
1875,6
1876,2
1877,7
1878,2
1879,5
1880,9
1881,5
1882,6
1883,0
1884,1
1885,0
1886,5
1887,1
1888,1
1889,5
1890,5
1891,2
1892,1
1893,3
1894,5
1895,9
1896,4
1897,6
1898,6
1899,1
1900,0
1901,8
1902,7
1903,9
1904,3
1905,3
1906,1
1907,2
1908,5
1909,6
1910,2
1911,4
1912,0
1913,2
1914,0
1915,1
1916,7
1917,0
1918,1
1919,1
1920,9
1921,1
1922,7
1923,8
1924,9
1925,5
1926,5
1927,0
1928,9
1929,8
1930,1
1931,9
1932,9
1933,8
1934,0
1935,3
1936,4
1937,6
1938,4
1939,7
1940,2
1941,3
1942,5
1943,3
1944,9
1945,1
1946,8
1947,4
1948,6
1949,9
1950,2
1951,7
1952,5
1953,5
1954,7
1955,4
1956,0
1957,2
1958,5
1959,5
1960,2
1961,1
1962,2
1963,0
1964,7
1965,4
1966,8
1967,1
1968,7
1969,3
1970,5
1971,3
1972,7
1973,4
1974,5
1975,4
1976,4
1977,2
1978,2
1979,6
1980,8
1981,7
1982,5
1983,8
1984,4
1985,0
1986,3
1987,6
1988,8
1989,7
1990,3
1991,6
1992,7
1993,4
1994,1
1995,5
1996,5
1997,5
1998,0
1999,4
2000,0
2001,2
2002,4
2003,7
2004,6
2005,1
2006,3
2007,8
2008,5
2009,7
2010,4
2011,3
2012,2
2013,0
2014,2
2015,6
2016,4
2017,2
2018,7
2019,2
2020,4
2021,8
2022,9
2023,0
2024,7
2025,6
2026,5
2027,5
2028,2
2029,7
2030,7
2031,9
2032,8
2033,4
2034,2
2035,3
2036,2
2037,8
2038,8
2039,3
2040,5
2041,4
2042,9
2043,6
2044,5
2045,5
2046,9
2047,0
2048,4
2049,8
2050,0
2051,0
2052,6
2053,1
2054,9
2055,3
2056,6
2057,0
2058,7
2059,1
2060,7
2061,3
2062,8
2063,9
2064,0
2065,4
2066,9
2067,1
2068,4
2069,7
2070,5
2071,1
2072,5
2073,7
2074,9
2075,3
2076,2
2077,2
2078,7
2079,5
2080,3
2081,2
2082,2
2083,1
2084,7
2085,1
2086,8
2087,0
2088,2
2089,0
2090,3
2091,2
2092,3
2093,4
2094,3
2095,7
2096,0
2097,4
2098,6
2099,4
2100,9
2101,8
2102,5
2103,8
2104,5
2105,2
2106,0
2107,6
2108,2
2109,5
2110,6
2111,8
2112,5
2113,8
2114,8
2115,7
2116,3
2117,8
2118,0
2119,1
2120,2
2121,3
2122,5
2123,7
2124,2
2125,9
2126,5
2127,6
2128,6
2129,8
2130,9
2131,5
2132,7
2133,9
2134,0
2135,5
2136,7
2137,7
2138,7
2139,9
2140,4
2141,0
2142,3
2143,2
2144,7
2145,5
2146,7
2147,9
2148,1
2149,2
2150,8
2151,4
2152,1
2153,7
2154,1
2155,6
2156,2
2157,8
2158,6
2159,7
2160,6
2161,8
2162,0
2163,8
2164,2
2165,5
2166,0
2167,2
2168,3
2169,4
2170,4
2171,1
2172,4
2173,5
2174,7
2175,6
2176,7
2177,8
2178,3
2179,4
2180,0
2181,5
2182,0
2183,8
2184,3
2185,3
2186,4
2187,1
2188,4
2189,9
2190,2
2191,3
2192,3
2193,7
2194,9
2195,8
2196,6
2197,3
2198,5
2199,0
2200,4
2201,5
2202,1
2203,3
2204,9
2205,6
2206,8
2207,3
2208,9
2209,5
2210,6
2211,9
2212,0
2213,6
2214,1
2215,1
2216,0
2217,9
2218,8
2219,0
2220,3
2221,0
2222,3
2223,2
2224,8
2225,5
2226,7
2227,8
2228,7
2229,8
2230,1
2231,7
2232,2
2233,0
2234,6
2235,2
2236,9
2237,9
2238,9
2239,4
2240,2
2241,6
2242,9
2243,5
2244,9
2245,6
2246,9
2247,8
2248,3
2249,5
2250,6
2251,9
2252,2
2253,3
2254,3
2255,1
2256,7
2257,7
2258,6
2259,8
2260,4
2261,3
2262,5
2263,2
2264,9
2265,4
2266,6
2267,8
2268,4
2269,8
2270,0
2271,7
2272,3
2273,1
2274,6
2275,7
2276,0
2277,9
2278,0
2279,3
2280,3
2281,4
2282,8
2283,6
2284,1
2285,4
2286,5
2287,6
2288,0
2289,8
2290,2
2291,9
2292,8
2293,5
2294,7
2295,0
2296,0
2297,2
2298,5
2299,5
2300,5
2301,8
2302,2
2303,0
2304,8
2305,9
2306,6
2307,6
2308,3
2309,2
2310,1
2311,6
2312,4
2313,0
2314,0
2315,7
2316,7
2317,9
2318,8
2319,6
2320,0
2321,3
2322,4
2323,0
2324,2
2325,8
2326,2
2327,3
2328,8
2329,3
2330,1
2331,0
2332,1
2333,9
2334,6
2335,5
2336,8
2337,3
2338,9
2339,4
2340,2
2341,1
2342,8
2343,4
2344,7
2345,9
2346,7
2347,6
2348,7
2349,6
2350,0
2351,6
2352,4
2353,8
2354,9
2355,1
2356,5
2357,0
2358,8
2359,1
2360,3
2361,1
2362,5
2363,2
2364,9
2365,9
2366,2
2367,0
2368,5
2369,3
2370,7
2371,0
2372,6
2373,5
2374,5
2375,2
2376,5
2377,2
2378,0
2379,9
2380,5
2381,6
2382,1
2383,1
2384,6
2385,2
2386,3
2387,1
2388,5
2389,4
2390,0
2391,9
2392,7
2393,4
2394,0
2395,4
2396,0
2397,0
2398,1
2399,1
2400,0
2401,8
2402,9
2403,7
2404,2
2405,8
2406,0
2407,9
2408,0
2409,9
2410,8
2411,0
2412,1
2413,5
2414,1
2415,8
2416,1
2417,7
2418,4
2419,2
2420,6
2421,3
2422,7
2423,5
2424,0
2425,1
2426,6
2427,7
2428,4
2429,6
2430,6
2431,0
2432,5
2433,5
2434,4
2435,3
2436,7
2437,6
2438,9
2439,8
2440,1
2441,3
2442,7
2443,0
2444,6
2445,2
2446,5
2447,8
2448,6
2449,9
2450,6
2451,6
2452,8
2453,0
2454,1
2455,4
2456,5
2457,5
2458,7
2459,9
2460,3
2461,7
2462,4
2463,7
2464,9
2465,7
2466,6
2467,2
2468,3
2469,6
2470,0
2471,3
2472,8
2473,9
2474,4
2475,5
2476,7
2477,1
2478,1
2479,9
2480,6
2481,8
2482,2
2483,5
2484,6
2485,2
2486,0
2487,9
2488,7
2489,4
2490,5
2491,1
2492,6
2493,9
2494,4
2495,4
2496,6
2497,2
2498,7
2499,0
2500,2
2501,5
2502,1
2503,5
2504,4
2505,6
2506,9
2507,0
2508,7
2509,7
2510,9
2511,5
2512,5
2513,8
2514,2
2515,7
2516,6
2517,4
2518,3
2519,3
2520,9
2521,5
2522,2
2523,1
2524,2
2525,7
2526,0
2527,3
2528,5
2529,0
2530,1
2531,7
2532,2
2533,4
2534,7
2535,5
2536,6
2537,2
2538,5
2539,6
2540,0
2541,5
2542,3
2543,1
2544,8
2545,7
2546,7
2547,9
2548,6
2549,6
2550,1
2551,7
2552,4
2553,2
2554,8
2555,0
2556,6
2557,5
2558,7
2559,9
2560,0
2561,4
2562,2
2563,5
2564,5
2565,9
2566,6
2567,7
2568,8
2569,3
2570,2
2571,5
2572,1
2573,3
2574,5
2575,1
2576,6
2577,0
2578,0
2579,2
2580,8
2581,4
2582,4
2583,4
2584,2
2585,3
2586,5
2587,5
2588,6
2589,6
2590,9
2591,5
2592,0
2593,9
2594,4
2595,3
2596,2
2597,8
2598,4
2599,9
2600,2
2601,1
2602,5
2603,0
2604,3
2605,3
2606,6
2607,1
2608,1
2609,8
2610,5
2611,7
2612,6
2613,6
2614,5
2615,9
2616,8
2617,3
2618,8
2619,4
2620,4
2621,0
2622,7
2623,8
2624,3
2625,7
2626,3
2627,1
2628,6
2629,5
2630,2
2631,8
2632,2
2633,4
2634,9
2635,0
2636,7
2637,9
2638,9
2639,0
2640,4
2641,5
2642,6
2643,4
2644,6
2645,2
2646,2
2647,6
2648,6
2649,3
2650,0
2651,4
2652,3
2653,3
2654,6
2655,9
2656,5
2657,2
2658,5
2659,1
2660,1
2661,9
2662,9
2663,3
2664,2
2665,7
2666,9
2667,5
2668,6
2669,8
2670,7
2671,8
2672,5
2673,6
2674,6
2675,1
2676,2
2677,7
2678,6
2679,0
2680,0
2681,7
2682,5
2683,4
2684,2
2685,5
2686,6
2687,3
2688,0
2689,7
2690,7
2691,6
2692,9
2693,6
2694,2
2695,4
2696,3
2697,0
2698,4
2699,3
2700,4
2701,2
2702,5
2703,8
2704,7
2705,7
2706,3
2707,3
2708,3
2709,2
2710,7
2711,0
2712,3
2713,5
2714,5
2715,6
2716,9
2717,8
2718,4
2719,1
2720,2
2721,0
2722,9
2723,6
2724,0
2725,0
2726,2
2727,8
2728,3
2729,8
2730,8
2731,2
2732,3
2733,7
2734,0
2735,0
2736,7
2737,1
2738,2
2739,8
2740,5
2741,6
2742,3
2743,1
2744,3
2745,2
2746,5
2747,7
2748,5
2749,4
2750,6
2751,5
2752,6
2753,4
2754,4
2755,7
2756,6
2757,6
2758,3
2759,0
2760,9
2761,3
2762,8
2763,4
2764,6
2765,7
2766,6
2767,3
2768,3
2769,9
2770,7
2771,8
2772,6
2773,7
2774,2
2775,8
2776,9
2777,0
2778,3
2779,8
2780,3
2781,2
2782,6
2783,5
2784,5
2785,3
2786,0
2787,5
2788,3
2789,2
2790,7
2791,5
2792,9
2793,6
2794,3
2795,6
2796,2
2797,9
2798,1
2799,8
2800,6
2801,9
2802,4
2803,9
2804,0
2805,0
2806,4
2807,2
2808,0
2809,6
2810,6
2811,7
2812,1
2813,9
2814,1
2815,9
2816,6
2817,2
2818,8
2819,9
2820,1
2821,9
2822,3
2823,4
2824,2
2825,0
2826,6
2827,5
2828,0
2829,0
2830,7
2831,9
2832,3
2833,3
2834,0
2835,8
2836,2
2837,2
2838,6
2839,0
2840,8
2841,1
2842,1
2843,3
2844,7
2845,9
2846,0
2847,4
2848,0
2849,9
2850,9
2851,7
2852,0
2853,8
2854,0
2855,1
2856,3
2857,9
2858,4
2859,6
2860,2
2861,9
2862,4
2863,3
2864,4
2865,6
2866,4
2867,1
2868,6
2869,0
2870,8
2871,5
2872,5
2873,9
2874,3
2875,8
2876,8
2877,2
2878,5
2879,7
2880,0
2881,5
2882,6
2883,1
2884,4
2885,5
2886,7
2887,9
2888,1
2889,9
2890,4
2891,5
2892,2
2893,6
2894,6
2895,8
2896,3
2897,6
2898,6
2899,4
2900,5
2901,8
2902,8
2903,3
2904,9
2905,1
2906,1
2907,9
2908,6
2909,9
2910,8
2911,9
2912,8
2913,4
2914,2
2915,5
2916,4
2917,5
2918,1
2919,0
2920,9
2921,2
2922,0
2923,5
2924,7
2925,4
2926,9
2927,5
2928,8
2929,0
2930,1
2931,5
2932,0
2933,7
2934,1
2935,2
2936,5
2937,8
2938,8
2939,2
2940,6
2941,0
2942,6
2943,8
2944,5
2945,6
2946,8
2947,0
2948,7
2949,4
2950,4
2951,0
2952,5
2953,0
2954,4
2955,9
2956,8
2957,3
2958,6
2959,1
2960,2
2961,1
2962,5
2963,2
2964,7
2965,4
2966,3
2967,0
2968,3
2969,6
2970,4
2971,1
2972,0
2973,8
2974,5
2975,4
2976,3
2977,7
2978,8
2979,2
2980,9
2981,4
2982,2
2983,2
2984,0
2985,5
2986,9
2987,1
2988,1
2989,9
2990,8
2991,4
2992,1
2993,1
2994,1
2995,7
2996,6
2997,8
